Locality,Surface,Price,rooms,bathrooms
El Menzah,165.0,450000.0,3.0,3
La Soukra,152.0,460000.0,1.0,1
La Soukra,114.0,255000.0,3.0,2
Ain Zaghouan,185.0,1060000.0,4.0,3
La Marsa,60.0,170000.0,1.0,1
La Soukra,162.0,495000.0,3.0,3
La Marsa,94.0,675000.0,2.0,1
Ariana Ville,70.0,230000.0,2.0,1
Ben Arous,90.0,210000.0,2.0,1
El Mourouj,110.0,130000.0,3.0,2
Ariana Ville,151.0,400000.0,3.0,3
El Ouerdia,150.0,260000.0,3.0,3
Ain Zaghouan,60.0,160000.0,1.0,1
La Marsa,165.0,350000.0,3.0,3
El Mourouj,78.0,140000.0,2.0,1
Raoued,144.0,329000.0,3.0,2
Ariana Ville,136.0,335000.0,3.0,2
Bou Mhel El Bassatine,150.0,190000.0,3.0,3
Bab Souika,100.0,285000.0,3.0,2
Carthage,155.0,450000.0,3.0,3
Cite El Khadra,70.0,120000.0,2.0,1
El Ouerdia,80.0,120000.0,2.0,1
Ain Zaghouan,100.0,500000.0,3.0,2
La Soukra,108.0,250000.0,3.0,2
Ariana Ville,158.0,350000.0,1.0,1
Ariana Ville,135.0,385000.0,3.0,2
Fouchana,90.0,135000.0,2.0,1
Sidi El Bechir,80.0,115000.0,2.0,1
Ariana Ville,180.0,360000.0,4.0,3
La Marsa,137.0,600000.0,3.0,2
La Marsa,45.0,370000.0,1.0,1
La Marsa,110.0,300000.0,3.0,2
La Marsa,115.0,300000.0,3.0,2
Bab Bhar,140.0,240000.0,3.0,2
El Omrane Superieur,200.0,410000.0,4.0,3
Ain Zaghouan,126.0,275000.0,3.0,2
La Marsa,47.0,140000.0,1.0,1
Cite El Khadra,120.0,250000.0,3.0,2
Nouvelle Medina,90.0,188000.0,2.0,1
Le Bardo,69.0,145000.0,1.0,1
Ben Arous,110.0,130000.0,2.0,2
Ain Zaghouan,110.0,500000.0,3.0,2
Bab Bhar,154.0,340000.0,3.0,3
La Soukra,132.0,470000.0,1.0,1
Ain Zaghouan,100.0,250000.0,3.0,2
Rades,164.0,320000.0,3.0,3
Nouvelle Medina,70.0,100000.0,2.0,1
La Marsa,108.0,270000.0,3.0,2
La Soukra,135.0,345000.0,3.0,2
Ariana Ville,95.0,230000.0,2.0,1
Ezzahra,90.0,135000.0,2.0,1
Ain Zaghouan,70.0,260000.0,2.0,1
Carthage,135.0,300000.0,3.0,2
Rades,90.0,240000.0,2.0,1
El Menzah,85.0,247000.0,2.0,1
La Marsa,200.0,390000.0,4.0,3
La Soukra,115.0,180000.0,3.0,2
Ben Arous,83.0,120000.0,2.0,1
Ain Zaghouan,167.0,652000.0,3.0,3
La Soukra,125.0,260000.0,3.0,2
La Marsa,142.0,335000.0,3.0,2
La Soukra,100.0,180000.0,1.0,1
Ain Zaghouan,138.0,692000.0,3.0,2
Le Bardo,89.0,190000.0,2.0,1
Ain Zaghouan,120.0,460000.0,3.0,2
La Soukra,129.0,230000.0,3.0,2
La Marsa,103.0,340000.0,2.0,2
La Marsa,94.0,450000.0,2.0,1
La Marsa,168.0,980000.0,1.0,1
Hammam Chatt,103.0,241000.0,2.0,2
Ariana Ville,96.0,215000.0,2.0,1
Bab Bhar,124.0,220000.0,3.0,2
Raoued,111.0,190000.0,3.0,2
Raoued,151.0,380000.0,3.0,3
Bab Bhar,128.0,230000.0,3.0,2
Ain Zaghouan,137.0,499000.0,3.0,2
Raoued,120.0,270000.0,3.0,2
Ariana Ville,150.0,305000.0,3.0,3
El Menzah,190.0,450000.0,4.0,3
Carthage,135.0,260000.0,3.0,2
La Marsa,66.0,485000.0,1.0,1
La Soukra,190.0,650000.0,4.0,3
La Soukra,155.0,295000.0,3.0,3
Ezzahra,90.0,220000.0,2.0,1
Ariana Ville,80.0,115000.0,2.0,1
La Marsa,73.0,230000.0,2.0,1
Ain Zaghouan,127.0,475000.0,3.0,2
La Soukra,110.0,396000.0,1.0,1
Ain Zaghouan,110.0,230000.0,3.0,2
Mannouba,167.0,270000.0,3.0,3
La Marsa,166.0,400000.0,3.0,3
Ariana Ville,177.0,250000.0,3.0,3
La Soukra,100.0,215000.0,3.0,2
El Mourouj,57.0,119000.0,1.0,1
Bou Mhel El Bassatine,109.0,270000.0,1.0,1
La Marsa,179.0,450000.0,3.0,3
Rades,80.0,100000.0,2.0,1
Ariana Ville,70.0,200000.0,2.0,1
La Marsa,64.0,170000.0,1.0,1
Bou Mhel El Bassatine,142.0,350000.0,3.0,2
La Marsa,90.0,200000.0,2.0,1
El Mourouj,110.0,130000.0,3.0,2
El Mourouj,72.0,120000.0,2.0,1
Nouvelle Medina,128.0,250000.0,3.0,2
Sidi El Bechir,125.0,250000.0,3.0,2
La Marsa,143.0,335000.0,3.0,2
Mornaguia,160.0,170000.0,3.0,3
Rades,83.0,140000.0,2.0,1
La Marsa,170.0,460000.0,4.0,3
Ariana Ville,82.0,120000.0,2.0,1
Raoued,88.0,165000.0,2.0,1
Carthage,100.0,250000.0,3.0,2
La Marsa,140.0,260000.0,3.0,2
Ain Zaghouan,135.0,475000.0,3.0,2
Ariana Ville,129.0,370000.0,2.0,2
Douar Hicher,55.0,95000.0,1.0,1
Ettahrir,160.0,290000.0,3.0,3
La Marsa,58.0,162000.0,1.0,1
La Soukra,153.0,390000.0,2.0,2
La Marsa,63.0,350000.0,1.0,1
La Marsa,71.0,200000.0,2.0,1
El Mourouj,100.0,145000.0,3.0,2
El Kram,87.0,350000.0,2.0,1
El Mourouj,88.0,120000.0,2.0,1
Ariana Ville,100.0,300000.0,3.0,2
El Mourouj,110.0,154000.0,3.0,2
Carthage,98.0,350000.0,2.0,1
Cite El Khadra,90.0,220000.0,2.0,1
Bou Mhel El Bassatine,120.0,275000.0,2.0,2
Raoued,70.0,125000.0,2.0,1
Mornag,115.0,185000.0,3.0,2
Rades,75.0,150000.0,2.0,1
La Soukra,110.0,180000.0,3.0,2
Ezzahra,80.0,210000.0,2.0,1
Sidi El Bechir,80.0,180000.0,2.0,1
Le Bardo,120.0,290000.0,3.0,2
La Soukra,114.0,260000.0,3.0,2
Ariana Ville,127.0,569000.0,1.0,1
La Marsa,150.0,350000.0,3.0,3
El Mourouj,110.0,165000.0,3.0,2
La Marsa,176.0,800000.0,2.0,2
Bab Bhar,95.0,240000.0,2.0,1
Raoued,136.0,380000.0,3.0,2
Ariana Ville,105.0,158000.0,2.0,2
Ain Zaghouan,190.0,800000.0,4.0,3
La Marsa,121.0,290000.0,2.0,2
Mannouba,138.0,370000.0,3.0,2
La Marsa,100.0,280000.0,3.0,2
La Marsa,107.0,300000.0,3.0,2
El Menzah,125.0,280000.0,3.0,2
Rades,100.0,170000.0,3.0,2
La Marsa,94.0,900000.0,2.0,1
Ariana Ville,94.0,235000.0,2.0,1
Megrine,98.0,150000.0,2.0,1
Ain Zaghouan,170.0,570000.0,2.0,2
La Marsa,140.0,310000.0,3.0,2
Ariana Ville,150.0,370000.0,3.0,3
El Mourouj,98.0,170000.0,2.0,1
Ariana Ville,111.0,215000.0,3.0,2
Ain Zaghouan,148.0,400000.0,3.0,2
Ariana Ville,105.0,150000.0,3.0,2
Raoued,98.0,140000.0,2.0,1
Ariana Ville,85.0,270000.0,2.0,1
El Mourouj,80.0,115000.0,2.0,1
Carthage,80.0,200000.0,2.0,1
Ain Zaghouan,158.0,735000.0,3.0,3
El Menzah,150.0,285000.0,3.0,3
La Marsa,192.0,530000.0,3.0,3
La Marsa,100.0,700000.0,3.0,2
Raoued,78.0,180000.0,2.0,1
El Mourouj,91.0,135000.0,2.0,1
Ariana Ville,193.0,560000.0,4.0,3
Bab Bhar,94.0,240000.0,2.0,1
La Soukra,186.0,700000.0,4.0,3
Rades,100.0,200000.0,3.0,2
El Kram,120.0,398000.0,3.0,2
Ariana Ville,130.0,300000.0,3.0,2
Fouchana,90.0,135000.0,2.0,1
La Marsa,104.0,315000.0,3.0,2
Raoued,112.0,270000.0,3.0,2
Nouvelle Medina,112.0,290000.0,3.0,2
La Marsa,171.0,930000.0,4.0,3
Ariana Ville,130.0,350000.0,3.0,2
Bab Bhar,120.0,350000.0,3.0,2
La Marsa,72.0,120000.0,2.0,1
Ezzahra,120.0,280000.0,3.0,2
Ezzahra,134.0,330000.0,1.0,1
El Ouerdia,200.0,150000.0,4.0,3
Ariana Ville,103.0,205000.0,3.0,2
El Menzah,80.0,280000.0,2.0,1
Ezzahra,160.0,280000.0,3.0,3
Ain Zaghouan,120.0,590000.0,2.0,2
Cite El Khadra,108.0,276000.0,3.0,2
Ariana Ville,130.0,390000.0,3.0,2
Raoued,111.0,180000.0,3.0,2
La Soukra,90.0,135000.0,2.0,1
El Kram,150.0,360000.0,3.0,3
Ariana Ville,110.0,220000.0,3.0,2
Ariana Ville,157.0,520000.0,3.0,3
La Soukra,190.0,650000.0,4.0,3
Ain Zaghouan,100.0,550000.0,2.0,1
Nouvelle Medina,121.0,230000.0,3.0,2
Nouvelle Medina,128.0,230000.0,3.0,2
El Kram,120.0,215000.0,3.0,2
La Marsa,150.0,440000.0,3.0,3
El Mourouj,70.0,132000.0,2.0,1
Ariana Ville,100.0,190000.0,3.0,2
Ariana Ville,98.0,215000.0,2.0,1
Ariana Ville,110.0,260000.0,3.0,2
La Marsa,130.0,800000.0,3.0,2
La Marsa,81.0,375000.0,2.0,1
El Menzah,128.0,380000.0,3.0,2
Cite El Khadra,110.0,290000.0,3.0,2
Ariana Ville,163.0,365000.0,3.0,3
El Kram,123.0,350000.0,3.0,2
Ezzahra,150.0,380000.0,1.0,1
Ariana Ville,60.0,139000.0,1.0,1
Nouvelle Medina,91.0,185000.0,2.0,1
La Marsa,188.0,375000.0,3.0,3
Mannouba,170.0,340000.0,4.0,3
Ain Zaghouan,140.0,700000.0,3.0,2
Ariana Ville,98.0,275000.0,2.0,1
El Kram,140.0,700000.0,3.0,2
Ariana Ville,62.0,179000.0,1.0,1
Ain Zaghouan,105.0,550000.0,2.0,2
Nouvelle Medina,65.0,165000.0,1.0,1
El Menzah,136.0,340000.0,3.0,2
Ain Zaghouan,136.0,494000.0,2.0,2
Bab Bhar,56.0,140000.0,1.0,1
Rades,110.0,195000.0,3.0,2
La Soukra,70.0,90000.0,2.0,1
Ariana Ville,150.0,480000.0,3.0,3
La Marsa,152.0,300000.0,3.0,3
El Menzah,100.0,230000.0,3.0,2
Ariana Ville,88.0,180000.0,2.0,1
Bab Souika,92.0,148000.0,2.0,1
Le Bardo,85.0,1700000.0,2.0,1
La Goulette,53.0,220000.0,1.0,1
La Marsa,140.0,340000.0,3.0,2
Ain Zaghouan,103.0,550000.0,3.0,2
Nouvelle Medina,104.0,275600.0,3.0,2
Le Bardo,129.0,320000.0,3.0,2
Ariana Ville,115.0,350000.0,3.0,2
Ariana Ville,130.0,220000.0,3.0,2
La Marsa,100.0,230000.0,3.0,2
Raoued,70.0,165000.0,2.0,1
Bab Bhar,120.0,230000.0,3.0,2
Rades,75.0,135000.0,2.0,1
La Soukra,100.0,170000.0,3.0,2
Rades,70.0,100000.0,2.0,1
Bab Bhar,160.0,250000.0,3.0,3
El Menzah,100.0,220000.0,3.0,2
Mnihla,102.0,270000.0,3.0,2
El Mourouj,100.0,145000.0,3.0,2
Bou Mhel El Bassatine,60.0,125000.0,1.0,1
Ariana Ville,80.0,249000.0,2.0,1
Ben Arous,80.0,130000.0,2.0,1
Bou Mhel El Bassatine,70.0,140000.0,2.0,1
Ezzahra,160.0,280000.0,3.0,3
Carthage,125.0,185000.0,2.0,2
Ain Zaghouan,107.0,342000.0,3.0,2
Ben Arous,80.0,180000.0,2.0,1
La Soukra,85.0,140000.0,2.0,1
El Menzah,128.0,360000.0,3.0,2
Ain Zaghouan,96.0,400000.0,2.0,1
El Menzah,75.0,230000.0,2.0,1
El Menzah,128.0,360000.0,3.0,2
Hammam Lif,122.0,190000.0,3.0,2
La Marsa,150.0,350000.0,3.0,3
Ariana Ville,100.0,580000.0,3.0,2
Rades,150.0,280000.0,3.0,3
La Marsa,100.0,550000.0,3.0,2
La Marsa,110.0,260000.0,2.0,2
Rades,120.0,195000.0,2.0,2
La Soukra,114.0,400000.0,2.0,2
Hammam Chatt,102.0,165000.0,3.0,2
La Soukra,117.0,150000.0,3.0,2
La Marsa,164.0,890000.0,3.0,3
Nouvelle Medina,200.0,350000.0,3.0,3
Ariana Ville,130.0,360000.0,2.0,2
Rades,80.0,145000.0,2.0,1
Ariana Ville,110.0,335000.0,3.0,2
Sidi El Bechir,90.0,170000.0,2.0,1
Ain Zaghouan,78.0,350000.0,2.0,1
Nouvelle Medina,91.0,185000.0,2.0,1
La Marsa,200.0,420000.0,3.0,3
Ariana Ville,153.0,550000.0,3.0,3
Megrine,200.0,850000.0,1.0,1
Ariana Ville,110.0,165000.0,3.0,2
Hammam Lif,120.0,280000.0,3.0,2
Ariana Ville,175.0,440000.0,4.0,3
La Marsa,127.0,500000.0,2.0,2
Mornag,125.0,200000.0,3.0,2
Ariana Ville,125.0,305000.0,3.0,2
La Soukra,76.0,183000.0,2.0,1
Mannouba,110.0,175000.0,3.0,2
Raoued,108.0,250000.0,3.0,2
Le Bardo,78.0,220000.0,2.0,1
Ariana Ville,120.0,220000.0,2.0,2
El Mourouj,71.0,125000.0,2.0,1
Ariana Ville,150.0,520000.0,3.0,3
Ariana Ville,86.0,195000.0,2.0,1
La Soukra,100.0,360000.0,3.0,2
La Soukra,185.0,590000.0,4.0,3
Ariana Ville,100.0,230000.0,2.0,1
Ezzahra,95.0,210000.0,2.0,1
La Marsa,60.0,155000.0,1.0,1
La Marsa,105.0,285000.0,1.0,1
La Marsa,192.0,460000.0,4.0,3
La Marsa,55.0,176000.0,1.0,1
El Mourouj,85.0,115000.0,2.0,1
Rades,68.0,140000.0,1.0,1
Bab Bhar,128.0,200000.0,3.0,2
Ariana Ville,86.0,190000.0,2.0,1
La Marsa,103.0,550000.0,2.0,2
La Soukra,123.0,420000.0,3.0,2
El Kram,145.0,495000.0,3.0,2
La Marsa,110.0,385000.0,2.0,2
La Marsa,156.0,338000.0,3.0,3
Nouvelle Medina,91.0,185000.0,2.0,1
Raoued,78.0,180000.0,2.0,1
Ariana Ville,120.0,360000.0,2.0,2
Ezzahra,134.0,335000.0,3.0,2
La Marsa,85.0,210000.0,2.0,1
Raoued,100.0,180000.0,3.0,2
Mnihla,200.0,308000.0,3.0,3
Ariana Ville,159.0,460000.0,3.0,3
La Soukra,152.0,460000.0,1.0,1
Ain Zaghouan,112.0,280000.0,3.0,2
Ariana Ville,111.0,195000.0,3.0,2
Ain Zaghouan,130.0,640000.0,3.0,2
Ariana Ville,40.0,105000.0,1.0,1
Ain Zaghouan,165.0,500000.0,3.0,3
El Mourouj,140.0,290000.0,3.0,2
Ariana Ville,56.0,153000.0,1.0,1
La Marsa,120.0,750000.0,2.0,2
Bou Mhel El Bassatine,120.0,230000.0,2.0,2
La Soukra,132.0,300000.0,3.0,2
Ain Zaghouan,162.0,825000.0,3.0,3
La Marsa,140.0,160000.0,3.0,2
La Marsa,79.0,570000.0,2.0,1
Ain Zaghouan,98.0,300000.0,2.0,1
Ain Zaghouan,150.0,290000.0,2.0,2
Ettahrir,110.0,240000.0,3.0,2
La Soukra,84.0,250000.0,2.0,1
La Soukra,110.0,150000.0,3.0,2
La Marsa,122.0,570000.0,3.0,2
La Marsa,175.0,820000.0,3.0,3
Rades,75.0,100000.0,2.0,1
Ain Zaghouan,65.0,200000.0,1.0,1
Ariana Ville,130.0,395000.0,2.0,2
La Marsa,53.0,175000.0,1.0,1
Bou Mhel El Bassatine,114.0,294200.0,2.0,2
Le Bardo,95.0,300000.0,2.0,1
Ain Zaghouan,152.0,460000.0,3.0,3
La Marsa,140.0,350000.0,3.0,2
Ariana Ville,143.0,350000.0,3.0,2
Ain Zaghouan,190.0,750000.0,2.0,2
Ain Zaghouan,154.0,500000.0,3.0,3
Mannouba,85.0,140000.0,2.0,1
La Soukra,130.0,245000.0,1.0,1
Raoued,75.0,290000.0,2.0,1
El Mourouj,94.0,135000.0,2.0,1
Ezzahra,115.0,280000.0,3.0,2
Ariana Ville,136.0,410000.0,3.0,2
La Marsa,150.0,350000.0,3.0,3
Nouvelle Medina,70.0,100000.0,2.0,1
La Marsa,135.0,295000.0,3.0,2
La Marsa,135.0,260000.0,3.0,2
La Marsa,120.0,890000.0,3.0,2
Nouvelle Medina,122.0,220000.0,1.0,1
Bou Mhel El Bassatine,106.0,270000.0,2.0,2
La Marsa,78.0,240000.0,2.0,1
La Marsa,180.0,520000.0,3.0,3
La Soukra,84.0,215000.0,2.0,1
La Soukra,126.0,180000.0,3.0,2
El Mourouj,90.0,110000.0,2.0,1
Ariana Ville,103.0,240000.0,3.0,2
Rades,70.0,200000.0,2.0,1
Ariana Ville,116.0,370000.0,1.0,1
El Menzah,110.0,400000.0,3.0,2
Raoued,75.0,135000.0,2.0,1
Raoued,151.0,370000.0,3.0,3
La Marsa,130.0,325000.0,3.0,2
La Soukra,150.0,400000.0,3.0,3
El Mourouj,70.0,123000.0,2.0,1
Bou Mhel El Bassatine,135.0,315000.0,3.0,2
Hammam Chatt,113.0,175000.0,3.0,2
Ariana Ville,125.0,563130.0,1.0,1
La Marsa,132.0,325000.0,3.0,2
Ain Zaghouan,173.0,520000.0,4.0,3
Ezzahra,120.0,280000.0,3.0,2
Cite El Khadra,116.0,245000.0,3.0,2
Ariana Ville,85.0,270000.0,2.0,1
La Soukra,119.0,426000.0,1.0,1
Ben Arous,200.0,650000.0,4.0,3
Ain Zaghouan,111.0,355000.0,3.0,2
Rades,70.0,100000.0,2.0,1
Ain Zaghouan,71.0,280000.0,2.0,1
Ariana Ville,114.0,305000.0,3.0,2
El Ouerdia,191.0,360000.0,4.0,3
Ben Arous,115.0,210000.0,2.0,2
Ariana Ville,180.0,415000.0,1.0,1
Ain Zaghouan,104.0,332000.0,3.0,2
Ariana Ville,180.0,360000.0,4.0,3
La Marsa,100.0,500000.0,1.0,1
Raoued,85.0,175000.0,2.0,1
La Marsa,122.0,720000.0,3.0,2
La Marsa,180.0,900000.0,4.0,3
Le Bardo,80.0,120000.0,2.0,1
Rades,72.0,190000.0,2.0,1
La Soukra,60.0,247000.0,1.0,1
Rades,140.0,230000.0,3.0,2
El Mourouj,90.0,175000.0,2.0,1
Ain Zaghouan,120.0,480000.0,3.0,2
El Mourouj,120.0,290000.0,3.0,2
La Marsa,161.0,386000.0,3.0,3
La Marsa,105.0,238000.0,3.0,2
La Soukra,95.0,210000.0,2.0,1
La Marsa,88.0,350000.0,2.0,1
Ain Zaghouan,145.0,450000.0,3.0,2
El Kram,110.0,550000.0,2.0,2
Rades,122.0,230000.0,3.0,2
Ariana Ville,145.0,425000.0,3.0,2
Bab Souika,50.0,120000.0,1.0,1
Bab Bhar,100.0,240000.0,3.0,2
El Mourouj,90.0,122000.0,2.0,1
Le Bardo,130.0,320000.0,3.0,2
Ariana Ville,92.0,150000.0,2.0,1
Ariana Ville,48.0,125000.0,1.0,1
La Marsa,117.0,280000.0,2.0,2
La Marsa,150.0,1700000.0,2.0,2
Ezzahra,90.0,190000.0,2.0,1
Ain Zaghouan,140.0,537000.0,2.0,2
La Marsa,132.0,310000.0,3.0,2
Megrine,63.0,250000.0,1.0,1
La Goulette,178.0,720000.0,4.0,3
Ariana Ville,48.0,175000.0,1.0,1
Bab Bhar,80.0,250000.0,2.0,1
Carthage,135.0,260000.0,3.0,2
El Mourouj,100.0,500000.0,3.0,2
Rades,107.0,230000.0,2.0,2
Ezzahra,90.0,225000.0,2.0,1
La Marsa,117.0,335000.0,2.0,2
Oued Ellil,101.0,165108.0,3.0,2
Ariana Ville,120.0,310000.0,3.0,2
La Marsa,50.0,170000.0,1.0,1
La Soukra,145.0,269000.0,3.0,2
Carthage,90.0,170000.0,2.0,1
Cite El Khadra,96.0,170000.0,2.0,1
La Marsa,110.0,285000.0,2.0,2
La Marsa,73.0,190000.0,2.0,1
Hammam Chatt,119.0,160000.0,2.0,2
Ariana Ville,124.0,240000.0,3.0,2
Mnihla,125.0,180000.0,3.0,2
Mannouba,42.0,88000.0,1.0,1
La Soukra,58.0,120000.0,1.0,1
Mnihla,167.0,386000.0,3.0,3
La Marsa,194.0,620000.0,3.0,3
Ain Zaghouan,96.0,430000.0,2.0,1
Cite El Khadra,128.0,330000.0,3.0,2
Bab Bhar,40.0,160000.0,1.0,1
La Marsa,130.0,540000.0,3.0,2
Raoued,92.0,187000.0,2.0,1
Ariana Ville,151.0,400000.0,3.0,3
La Soukra,110.0,270000.0,3.0,2
Ain Zaghouan,75.0,220000.0,2.0,1
Ain Zaghouan,111.0,410000.0,2.0,2
Oued Ellil,82.0,134048.0,2.0,1
Ain Zaghouan,150.0,675000.0,3.0,3
El Kram,130.0,240000.0,3.0,2
Mornag,90.0,160000.0,2.0,1
La Marsa,88.0,185000.0,2.0,1
Mannouba,121.0,260000.0,3.0,2
Ain Zaghouan,78.0,179000.0,2.0,1
Mnihla,145.0,380000.0,3.0,2
La Soukra,174.0,400000.0,4.0,3
Ezzahra,140.0,140000.0,3.0,2
Ain Zaghouan,120.0,540000.0,2.0,2
El Menzah,114.0,270000.0,3.0,2
La Marsa,124.0,295000.0,3.0,2
Bou Mhel El Bassatine,51.0,140000.0,1.0,1
Ain Zaghouan,133.0,290000.0,3.0,2
La Marsa,61.0,170800.0,1.0,1
Bou Mhel El Bassatine,112.0,260000.0,3.0,2
Bab Bhar,80.0,125000.0,2.0,1
La Soukra,110.0,270000.0,3.0,2
La Soukra,120.0,270000.0,3.0,2
La Marsa,112.0,490000.0,3.0,2
La Soukra,130.0,380000.0,1.0,1
Ain Zaghouan,177.0,720000.0,2.0,2
Raoued,139.0,360000.0,3.0,2
Ain Zaghouan,120.0,850000.0,3.0,2
Raoued,70.0,115000.0,2.0,1
Raoued,99.0,150000.0,2.0,1
El Mourouj,100.0,180000.0,1.0,1
Ain Zaghouan,64.0,319000.0,1.0,1
La Soukra,116.0,340000.0,3.0,2
La Marsa,55.0,169000.0,1.0,1
El Menzah,60.0,150000.0,1.0,1
La Marsa,104.0,315000.0,3.0,2
La Marsa,110.0,290000.0,3.0,2
Ain Zaghouan,200.0,480000.0,4.0,3
Bou Mhel El Bassatine,110.0,230000.0,2.0,2
Bou Mhel El Bassatine,62.0,193000.0,1.0,1
El Mourouj,80.0,180000.0,2.0,1
La Marsa,46.0,170000.0,1.0,1
La Soukra,130.0,230000.0,3.0,2
La Soukra,115.0,380000.0,2.0,2
La Marsa,130.0,658000.0,3.0,2
La Soukra,168.0,638400.0,3.0,3
Ariana Ville,125.0,320000.0,3.0,2
Ain Zaghouan,177.0,647500.0,2.0,2
Le Bardo,150.0,250000.0,3.0,3
Mnihla,200.0,450000.0,3.0,3
La Marsa,175.0,430000.0,4.0,3
Ariana Ville,76.0,120000.0,2.0,1
Ain Zaghouan,106.0,265000.0,3.0,2
Sidi Hassine,100.0,127000.0,3.0,2
La Marsa,129.0,330000.0,3.0,2
Ain Zaghouan,112.0,361000.0,3.0,2
Ariana Ville,105.0,285000.0,2.0,2
Ariana Ville,80.0,130000.0,2.0,1
El Mourouj,100.0,110000.0,3.0,2
La Soukra,49.0,225000.0,1.0,1
Ariana Ville,165.0,473000.0,3.0,3
La Soukra,165.0,465000.0,3.0,3
El Menzah,97.0,300000.0,2.0,1
El Mourouj,60.0,140000.0,1.0,1
El Mourouj,60.0,155000.0,1.0,1
La Marsa,127.0,500000.0,2.0,2
Mnihla,67.0,185000.0,1.0,1
Hammam Chatt,102.0,155000.0,3.0,2
La Marsa,150.0,370000.0,3.0,3
Raoued,135.0,110000.0,3.0,2
La Soukra,175.0,465000.0,4.0,3
Raoued,45.0,100000.0,1.0,1
Ariana Ville,105.0,260000.0,3.0,2
La Marsa,88.0,215000.0,2.0,1
La Soukra,164.0,305000.0,3.0,3
La Marsa,168.0,320000.0,3.0,3
Ariana Ville,105.0,265000.0,3.0,2
La Marsa,73.0,180000.0,2.0,1
Ain Zaghouan,90.0,370000.0,2.0,1
El Menzah,110.0,285000.0,3.0,2
La Marsa,60.0,180000.0,1.0,1
La Marsa,87.0,244800.0,2.0,1
Ain Zaghouan,200.0,750000.0,4.0,3
La Marsa,75.0,210000.0,2.0,1
La Marsa,41.0,250000.0,1.0,1
La Soukra,63.0,240000.0,1.0,1
Ariana Ville,85.0,100000.0,2.0,1
Bab Bhar,60.0,440000.0,1.0,1
La Marsa,85.0,220000.0,2.0,1
Ariana Ville,177.0,430000.0,4.0,3
Ain Zaghouan,81.0,274000.0,2.0,1
La Marsa,132.0,315000.0,3.0,2
Hammam Lif,110.0,120000.0,2.0,2
Mnihla,118.0,315000.0,3.0,2
Ariana Ville,54.0,170000.0,1.0,1
La Marsa,194.0,620000.0,3.0,3
Ain Zaghouan,124.0,275000.0,3.0,2
Ain Zaghouan,60.0,180000.0,1.0,1
El Mourouj,75.0,129000.0,2.0,1
Mannouba,100.0,185000.0,2.0,1
La Marsa,90.0,170000.0,2.0,1
El Menzah,57.0,235000.0,1.0,1
El Menzah,128.0,465500.0,3.0,2
Mnihla,60.0,175000.0,1.0,1
El Mourouj,64.0,130000.0,1.0,1
Ariana Ville,180.0,200000.0,4.0,3
Ariana Ville,110.0,225000.0,3.0,2
El Menzah,120.0,395000.0,3.0,2
Ain Zaghouan,128.0,460000.0,3.0,2
El Mourouj,110.0,385000.0,3.0,2
La Marsa,94.0,263000.0,2.0,1
Le Bardo,75.0,82000.0,2.0,1
Bab Bhar,50.0,140000.0,1.0,1
Ezzahra,140.0,140000.0,3.0,2
El Omrane Superieur,83.0,125000.0,2.0,1
Mannouba,42.0,80000.0,1.0,1
Bab Bhar,80.0,116000.0,2.0,1
La Marsa,154.0,374000.0,3.0,3
La Marsa,120.0,950000.0,1.0,1
La Marsa,90.0,230000.0,2.0,1
Ezzahra,50.0,130000.0,1.0,1
El Mourouj,70.0,145000.0,2.0,1
Ariana Ville,110.0,185000.0,3.0,2
Ariana Ville,106.0,265000.0,3.0,2
La Soukra,110.0,410000.0,2.0,2
Ariana Ville,105.0,280000.0,2.0,2
Raoued,50.0,78000.0,1.0,1
Ariana Ville,144.0,430000.0,3.0,2
Sidi El Bechir,74.0,60000.0,2.0,1
La Goulette,140.0,550000.0,3.0,2
Ariana Ville,100.0,170000.0,3.0,2
Le Bardo,100.0,350000.0,3.0,2
Ariana Ville,80.0,280000.0,2.0,1
Ain Zaghouan,147.0,447000.0,3.0,2
La Marsa,61.0,170800.0,1.0,1
Bab Bhar,40.0,70000.0,1.0,1
Bou Mhel El Bassatine,60.0,195000.0,1.0,1
Ben Arous,107.0,165000.0,3.0,2
La Soukra,100.0,200000.0,3.0,2
Ain Zaghouan,72.0,295000.0,2.0,1
La Marsa,60.0,220000.0,1.0,1
Le Bardo,87.0,165000.0,2.0,1
La Soukra,55.0,25000.0,1.0,1
El Menzah,98.0,220000.0,2.0,1
Megrine,65.0,140000.0,1.0,1
Ain Zaghouan,198.0,720000.0,2.0,2
La Marsa,127.0,357400.0,2.0,2
La Marsa,137.0,335000.0,3.0,2
La Marsa,113.0,318200.0,2.0,2
Rades,120.0,260000.0,3.0,2
Mannouba,100.0,180000.0,3.0,2
Ain Zaghouan,123.0,421000.0,2.0,2
El Omrane,51.0,170000.0,1.0,1
Ariana Ville,66.0,200000.0,1.0,1
El Mourouj,110.0,155000.0,3.0,2
Ain Zaghouan,166.0,631450.0,3.0,3
Oued Ellil,82.0,134048.0,2.0,1
La Marsa,120.0,330000.0,2.0,2
Ariana Ville,69.0,255300.0,1.0,1
La Marsa,55.0,170000.0,1.0,1
Mnihla,167.0,386000.0,3.0,3
Ben Arous,55.0,150000.0,1.0,1
Carthage,100.0,195000.0,2.0,1
La Marsa,72.0,185000.0,2.0,1
